A1,B2
A65206,B65207
A65207,B65208
A65208,B65209
A65209,B65210
A65210,B65211
A65211,B65212
A65212,B65213
A65213,B65214
A65214,B65215
A65215,B65216
A65216,B65217
A65217,B65218
A65218,B65219
A65219,B65220
A65220,B65221
A65221,B65222
A65222,B65223
A65223,B65224
A65224,B65225
A65225,B65226
A65226,B65227
A65227,B65228
A65228,B65229
A65229,B65230
A65230,B65231
A65231,B65232
A65232,B65233
A65233,B65234
A65234,B65235
A65235,B65236
A65236,B65237
A65237,B65238
A65238,B65239
A65239,B65240
A65240,B65241
A65241,B65242
A65242,B65243
A65243,B65244
A65244,B65245
A65245,B65246
A65246,B65247
A65247,B65248
A65248,B65249
A65249,B65250
A65250,B65251
A65251,B65252
A65252,B65253
A65253,B65254
A65254,B65255
A65255,B65256
A65256,B65257
A65257,B65258
A65258,B65259
A65259,B65260
A65260,B65261
A65261,B65262
A65262,B65263
A65263,B65264
A65264,B65265
A65265,B65266
A65266,B65267
A65267,B65268
A65268,B65269
A65269,B65270
A65270,B65271
A65271,B65272
A65272,B65273
A65273,B65274
A65274,B65275
A65275,B65276
A65276,B65277
A65277,B65278
A65278,B65279
A65279,B65280
A65280,B65281
A65281,B65282
A65282,B65283
A65283,B65284
A65284,B65285
A65285,B65286
A65286,B65287
A65287,B65288
A65288,B65289
A65289,B65290
A65290,B65291
A65291,B65292
A65292,B65293
A65293,B65294
A65294,B65295
A65295,B65296
A65296,B65297
A65297,B65298
A65298,B65299
A65299,B65300
A65300,B65301
A65301,B65302
A65302,B65303
A65303,B65304
A65304,B65305
A65305,B65306
A65306,B65307
A65307,B65308
A65308,B65309
A65309,B65310
A65310,B65311
A65311,B65312
A65312,B65313
A65313,B65314
A65314,B65315
A65315,B65316
A65316,B65317
A65317,B65318
A65318,B65319
A65319,B65320
A65320,B65321
A65321,B65322
A65322,B65323
A65323,B65324
A65324,B65325
A65325,B65326
A65326,B65327
A65327,B65328
A65328,B65329
A65329,B65330
A65330,B65331
A65331,B65332
A65332,B65333
A65333,B65334
A65334,B65335
A65335,B65336
A65336,B65337
A65337,B65338
A65338,B65339
A65339,B65340
A65340,B65341
A65341,B65342
A65342,B65343
A65343,B65344
A65344,B65345
A65345,B65346
A65346,B65347
A65347,B65348
A65348,B65349
A65349,B65350
A65350,B65351
A65351,B65352
A65352,B65353
A65353,B65354
A65354,B65355
A65355,B65356
A65356,B65357
A65357,B65358
A65358,B65359
A65359,B65360
A65360,B65361
A65361,B65362
A65362,B65363
A65363,B65364
A65364,B65365
A65365,B65366
A65366,B65367
A65367,B65368
A65368,B65369
A65369,B65370
A65370,B65371
A65371,B65372
A65372,B65373
A65373,B65374
A65374,B65375
A65375,B65376
A65376,B65377
A65377,B65378
A65378,B65379
A65379,B65380
A65380,B65381
A65381,B65382
A65382,B65383
A65383,B65384
A65384,B65385
A65385,B65386
A65386,B65387
A65387,B65388
A65388,B65389
A65389,B65390
A65390,B65391
A65391,B65392
A65392,B65393
A65393,B65394
A65394,B65395
A65395,B65396
A65396,B65397
A65397,B65398
A65398,B65399
A65399,B65400
A65400,B65401
A65401,B65402
A65402,B65403
A65403,B65404
A65404,B65405
A65405,B65406
A65406,B65407
A65407,B65408
A65408,B65409
A65409,B65410
A65410,B65411
A65411,B65412
A65412,B65413
A65413,B65414
A65414,B65415
A65415,B65416
A65416,B65417
A65417,B65418
A65418,B65419
A65419,B65420
A65420,B65421
A65421,B65422
A65422,B65423
A65423,B65424
A65424,B65425
A65425,B65426
A65426,B65427
A65427,B65428
A65428,B65429
A65429,B65430
A65430,B65431
A65431,B65432
A65432,B65433
A65433,B65434
A65434,B65435
A65435,B65436
A65436,B65437
A65437,B65438
A65438,B65439
A65439,B65440
A65440,B65441
A65441,B65442
A65442,B65443
A65443,B65444
A65444,B65445
A65445,B65446
A65446,B65447
A65447,B65448
A65448,B65449
A65449,B65450
A65450,B65451
A65451,B65452
A65452,B65453
A65453,B65454
A65454,B65455
A65455,B65456
A65456,B65457
A65457,B65458
A65458,B65459
A65459,B65460
A65460,B65461
A65461,B65462
A65462,B65463
A65463,B65464
A65464,B65465
A65465,B65466
A65466,B65467
A65467,B65468
A65468,B65469
A65469,B65470
A65470,B65471
A65471,B65472
A65472,B65473
A65473,B65474
A65474,B65475
A65475,B65476
A65476,B65477
A65477,B65478
A65478,B65479
A65479,B65480
A65480,B65481
A65481,B65482
A65482,B65483
A65483,B65484
A65484,B65485
A65485,B65486
A65486,B65487
A65487,B65488
A65488,B65489
A65489,B65490
A65490,B65491
A65491,B65492
A65492,B65493
A65493,B65494
A65494,B65495
A65495,B65496
A65496,B65497
A65497,B65498
A65498,B65499
A65499,B65500
A65500,B65501
A65501,B65502
A65502,B65503
A65503,B65504
A65504,B65505
A65505,B65506
A65506,B65507
A65507,B65508
A65508,B65509
A65509,B65510
A65510,B65511
A65511,B65512
A65512,B65513
A65513,B65514
A65514,B65515
A65515,B65516
A65516,B65517
A65517,B65518
A65518,B65519
A65519,B65520
A65520,B65521
A65521,B65522
A65522,B65523
A65523,B65524
A65524,B65525
A65525,B65526
A65526,B65527
A65527,B65528
A65528,B65529
A65529,B65530
A65530,B65531
A65531,B65532
A65532,B65533
A65533,B65534
A65534,B65535
A65535,B65536
A65536,B65537
A65537,B65538
A65538,B65539
A65539,B65540
A65540,B65541
A65541,B65542
A65542,B65543
A65543,B65544
A65544,B65545
A65545,B65546
A65546,B65547
A65547,B65548
A65548,B65549
A65549,B65550
A65550,B65551
A65551,B65552
A65552,B65553
A65553,B65554
A65554,B65555
A65555,B65556
A65556,B65557
A65557,B65558
A65558,B65559
A65559,B65560
A65560,B65561
A65561,B65562
A65562,B65563
A65563,B65564
A65564,B65565
A65565,B65566
A65566,B65567
A65567,B65568
A65568,B65569
A65569,B65570
A65570,B65571
A65571,B65572
A65572,B65573
A65573,B65574
A65574,B65575
A65575,B65576
A65576,B65577
A65577,B65578
A65578,B65579
A65579,B65580
A65580,B65581
A65581,B65582
A65582,B65583
A65583,B65584
A65584,B65585
A65585,B65586
A65586,B65587
A65587,B65588
A65588,B65589
A65589,B65590
A65590,B65591
A65591,B65592
A65592,B65593
A65593,B65594
A65594,B65595
A65595,B65596
A65596,B65597
A65597,B65598
A65598,B65599
A65599,B65600
A65600,B65601
A65601,B65602
A65602,B65603
A65603,B65604
A65604,B65605
A65605,B65606
A65606,B65607
A65607,B65608
A65608,B65609
A65609,B65610
A65610,B65611
A65611,B65612
A65612,B65613
A65613,B65614
A65614,B65615
A65615,B65616
A65616,B65617
A65617,B65618
A65618,B65619
A65619,B65620
A65620,B65621
A65621,B65622
A65622,B65623
A65623,B65624
A65624,B65625
A65625,B65626
A65626,B65627
A65627,B65628
A65628,B65629
A65629,B65630
A65630,B65631
A65631,B65632
A65632,B65633
A65633,B65634
A65634,B65635
A65635,B65636
A65636,B65637
A65637,B65638
A65638,B65639
A65639,B65640
A65640,B65641
A65641,B65642
A65642,B65643
A65643,B65644
A65644,B65645
A65645,B65646
A65646,B65647
A65647,B65648
A65648,B65649
A65649,B65650
A65650,B65651
A65651,B65652
A65652,B65653
A65653,B65654
A65654,B65655
A65655,B65656
A65656,B65657
A65657,B65658
A65658,B65659
A65659,B65660
A65660,B65661
A65661,B65662
A65662,B65663
A65663,B65664
A65664,B65665
A65665,B65666
A65666,B65667
A65667,B65668
A65668,B65669
A65669,B65670
A65670,B65671
A65671,B65672
A65672,B65673
A65673,B65674
A65674,B65675
A65675,B65676
A65676,B65677
A65677,B65678
A65678,B65679
A65679,B65680
A65680,B65681
A65681,B65682
A65682,B65683
A65683,B65684
A65684,B65685
A65685,B65686
A65686,B65687
A65687,B65688
A65688,B65689
A65689,B65690
A65690,B65691
A65691,B65692
A65692,B65693
A65693,B65694
A65694,B65695
A65695,B65696
A65696,B65697
A65697,B65698
A65698,B65699
A65699,B65700
A65700,B65701
A65701,B65702
A65702,B65703
A65703,B65704
A65704,B65705
A65705,B65706
A65706,B65707
A65707,B65708
A65708,B65709
A65709,B65710
A65710,B65711
A65711,B65712
A65712,B65713
A65713,B65714
A65714,B65715
A65715,B65716
A65716,B65717
A65717,B65718
A65718,B65719
A65719,B65720
A65720,B65721
A65721,B65722
A65722,B65723
A65723,B65724
A65724,B65725
A65725,B65726
A65726,B65727
A65727,B65728
A65728,B65729
A65729,B65730
A65730,B65731
A65731,B65732
A65732,B65733
A65733,B65734
A65734,B65735
A65735,B65736
A65736,B65737
A65737,B65738
A65738,B65739
A65739,B65740
A65740,B65741
A65741,B65742
A65742,B65743
A65743,B65744
A65744,B65745
A65745,B65746
A65746,B65747
A65747,B65748
A65748,B65749
A65749,B65750
A65750,B65751
A65751,B65752
A65752,B65753
A65753,B65754
A65754,B65755
A65755,B65756
A65756,B65757
A65757,B65758
A65758,B65759
A65759,B65760
A65760,B65761
A65761,B65762
A65762,B65763
A65763,B65764
A65764,B65765
A65765,B65766
A65766,B65767
A65767,B65768
A65768,B65769
A65769,B65770
A65770,B65771
A65771,B65772
A65772,B65773
A65773,B65774
A65774,B65775
A65775,B65776
A65776,B65777
A65777,B65778
A65778,B65779
A65779,B65780
A65780,B65781
A65781,B65782
A65782,B65783
A65783,B65784
A65784,B65785
A65785,B65786
A65786,B65787
A65787,B65788
A65788,B65789
A65789,B65790
A65790,B65791
A65791,B65792
A65792,B65793
A65793,B65794
A65794,B65795
A65795,B65796
A65796,B65797
A65797,B65798
A65798,B65799
A65799,B65800
A65800,B65801
A65801,B65802
A65802,B65803
A65803,B65804
A65804,B65805
A65805,B65806
A65806,B65807
A65807,B65808
A65808,B65809
A65809,B65810
A65810,B65811
A65811,B65812
A65812,B65813
A65813,B65814
A65814,B65815
A65815,B65816
A65816,B65817
A65817,B65818
A65818,B65819
A65819,B65820
A65820,B65821
A65821,B65822
A65822,B65823
A65823,B65824
A65824,B65825
A65825,B65826
A65826,B65827
A65827,B65828
A65828,B65829
A65829,B65830
A65830,B65831
A65831,B65832
A65832,B65833
A65833,B65834
A65834,B65835
A65835,B65836
A65836,B65837
A65837,B65838
A65838,B65839
A65839,B65840
A65840,B65841
A65841,B65842
A65842,B65843
A65843,B65844
A65844,B65845
A65845,B65846
A65846,B65847
A65847,B65848
A65848,B65849
A65849,B65850
A65850,B65851
A65851,B65852
A65852,B65853
A65853,B65854
A65854,B65855
A65855,B65856
A65856,B65857
A65857,B65858
A65858,B65859
A65859,B65860
A65860,B65861
A65861,B65862
A65862,B65863
A65863,B65864
A65864,B65865
A65865,B65866
A65866,B65867
A65867,B65868
A65868,B65869
A65869,B65870
A65870,B65871
A65871,B65872
A65872,B65873
A65873,B65874
A65874,B65875
A65875,B65876
A65876,B65877
A65877,B65878
A65878,B65879
A65879,B65880
A65880,B65881
A65881,B65882
A65882,B65883
A65883,B65884
A65884,B65885
A65885,B65886
A65886,B65887
A65887,B65888
A65888,B65889
A65889,B65890
A65890,B65891
A65891,B65892
A65892,B65893
A65893,B65894
A65894,B65895
A65895,B65896
A65896,B65897
A65897,B65898
A65898,B65899
A65899,B65900
A65900,B65901
A65901,B65902
A65902,B65903
A65903,B65904
A65904,B65905
A65905,B65906
A65906,B65907
A65907,B65908
A65908,B65909
A65909,B65910
A65910,B65911
A65911,B65912
A65912,B65913
A65913,B65914
A65914,B65915
A65915,B65916
A65916,B65917
A65917,B65918
A65918,B65919
A65919,B65920
A65920,B65921
A65921,B65922
A65922,B65923
A65923,B65924
A65924,B65925
A65925,B65926
A65926,B65927
A65927,B65928
A65928,B65929
A65929,B65930
A65930,B65931
A65931,B65932
A65932,B65933
A65933,B65934
A65934,B65935
A65935,B65936
A65936,B65937
A65937,B65938
A65938,B65939
A65939,B65940
A65940,B65941
A65941,B65942
A65942,B65943
A65943,B65944
A65944,B65945
A65945,B65946
A65946,B65947
A65947,B65948
A65948,B65949
A65949,B65950
A65950,B65951
A65951,B65952
A65952,B65953
A65953,B65954
A65954,B65955
A65955,B65956
A65956,B65957
A65957,B65958
A65958,B65959
A65959,B65960
A65960,B65961
A65961,B65962
A65962,B65963
A65963,B65964
A65964,B65965
A65965,B65966
A65966,B65967
A65967,B65968
A65968,B65969
A65969,B65970
A65970,B65971
A65971,B65972
A65972,B65973
A65973,B65974
A65974,B65975
A65975,B65976
A65976,B65977
A65977,B65978
A65978,B65979
A65979,B65980
A65980,B65981
A65981,B65982
A65982,B65983
A65983,B65984
A65984,B65985
A65985,B65986
A65986,B65987
A65987,B65988
A65988,B65989
A65989,B65990
A65990,B65991
A65991,B65992
A65992,B65993
A65993,B65994
A65994,B65995
A65995,B65996
A65996,B65997
A65997,B65998
A65998,B65999
A65999,B66000
A66000,B66001
A66001,B66002
A66002,B66003
A66003,B66004
A66004,B66005
A66005,B66006
A66006,B66007
A66007,B66008
A66008,B66009
A66009,B66010
A66010,B66011
A66011,B66012
A66012,B66013
A66013,B66014
A66014,B66015
A66015,B66016
A66016,B66017
A66017,B66018
A66018,B66019
A66019,B66020
A66020,B66021
A66021,B66022
A66022,B66023
A66023,B66024
A66024,B66025
A66025,B66026
A66026,B66027
A66027,B66028
A66028,B66029
A66029,B66030
A66030,B66031
A66031,B66032
A66032,B66033
A66033,B66034
A66034,B66035
A66035,B66036
A66036,B66037
A66037,B66038
A66038,B66039
A66039,B66040
A66040,B66041
A66041,B66042
A66042,B66043
A66043,B66044
A66044,B66045
A66045,B66046
A66046,B66047
A66047,B66048
A66048,B66049
A66049,B66050
A66050,B66051
A66051,B66052
A66052,B66053
A66053,B66054
A66054,B66055
A66055,B66056
A66056,B66057
A66057,B66058
A66058,B66059
A66059,B66060
A66060,B66061
A66061,B66062
A66062,B66063
A66063,B66064
A66064,B66065
A66065,B66066
A66066,B66067
A66067,B66068
A66068,B66069
A66069,B66070
A66070,B66071
A66071,B66072
A66072,B66073
A66073,B66074
A66074,B66075
A66075,B66076
A66076,B66077
A66077,B66078
A66078,B66079
A66079,B66080
A66080,B66081
A66081,B66082
A66082,B66083
A66083,B66084
A66084,B66085
A66085,B66086
A66086,B66087
A66087,B66088
A66088,B66089
A66089,B66090
A66090,B66091
A66091,B66092
A66092,B66093
A66093,B66094
A66094,B66095
A66095,B66096
A66096,B66097
A66097,B66098
A66098,B66099
A66099,B66100
A66100,B66101
A66101,B66102
A66102,B66103
A66103,B66104
A66104,B66105
A66105,B66106
A66106,B66107
A66107,B66108
A66108,B66109
A66109,B66110
A66110,B66111
A66111,B66112
A66112,B66113
A66113,B66114
A66114,B66115
A66115,B66116
A66116,B66117
A66117,B66118
A66118,B66119
A66119,B66120
A66120,B66121
A66121,B66122
A66122,B66123
A66123,B66124
A66124,B66125
A66125,B66126
A66126,B66127
A66127,B66128
A66128,B66129
A66129,B66130
A66130,B66131
A66131,B66132
A66132,B66133
A66133,B66134
A66134,B66135
A66135,B66136
A66136,B66137
A66137,B66138
A66138,B66139
A66139,B66140
A66140,B66141
A66141,B66142
A66142,B66143
A66143,B66144
A66144,B66145
A66145,B66146
A66146,B66147
A66147,B66148
A66148,B66149
A66149,B66150
A66150,B66151
A66151,B66152
A66152,B66153
A66153,B66154
A66154,B66155
A66155,B66156
A66156,B66157
A66157,B66158
A66158,B66159
A66159,B66160
A66160,B66161
A66161,B66162
A66162,B66163
A66163,B66164
A66164,B66165
A66165,B66166
A66166,B66167
A66167,B66168
A66168,B66169
A66169,B66170
A66170,B66171
A66171,B66172
A66172,B66173
A66173,B66174
A66174,B66175
A66175,B66176
A66176,B66177
A66177,B66178
A66178,B66179
A66179,B66180
A66180,B66181
A66181,B66182
A66182,B66183
A66183,B66184
A66184,B66185
A66185,B66186
A66186,B66187
A66187,B66188
A66188,B66189
A66189,B66190
A66190,B66191
A66191,B66192
A66192,B66193
A66193,B66194
A66194,B66195
A66195,B66196
A66196,B66197
A66197,B66198
A66198,B66199
A66199,B66200
A66200,B66201
A66201,B66202
A66202,B66203
A66203,B66204
A66204,B66205
A66205,B66206
A66206,B66207
A66207,B66208
A66208,B66209
A66209,B66210
A66210,B66211
A66211,B66212
A66212,B66213
A66213,B66214
A66214,B66215
A66215,B66216
A66216,B66217
A66217,B66218
A66218,B66219
A66219,B66220
A66220,B66221
A66221,B66222
A66222,B66223
A66223,B66224
A66224,B66225
A66225,B66226
A66226,B66227
A66227,B66228
A66228,B66229
A66229,B66230
A66230,B66231
A66231,B66232
A66232,B66233
A66233,B66234
A66234,B66235
A66235,B66236
A66236,B66237
A66237,B66238
A66238,B66239
A66239,B66240
A66240,B66241
A66241,B66242
A66242,B66243
A66243,B66244
A66244,B66245
A66245,B66246
A66246,B66247
A66247,B66248
A66248,B66249
A66249,B66250
A66250,B66251
A66251,B66252
A66252,B66253
A66253,B66254
A66254,B66255
A66255,B66256
A66256,B66257
A66257,B66258
A66258,B66259
A66259,B66260
A66260,B66261
A66261,B66262
A66262,B66263
A66263,B66264
A66264,B66265
A66265,B66266
A66266,B66267
A66267,B66268
A66268,B66269
A66269,B66270
A66270,B66271
A66271,B66272
A66272,B66273
A66273,B66274
A66274,B66275
A66275,B66276
A66276,B66277
A66277,B66278
A66278,B66279
A66279,B66280
A66280,B66281
A66281,B66282
A66282,B66283
A66283,B66284
A66284,B66285
A66285,B66286
A66286,B66287
A66287,B66288
A66288,B66289
A66289,B66290
A66290,B66291
A66291,B66292
A66292,B66293
A66293,B66294
A66294,B66295
A66295,B66296
A66296,B66297
A66297,B66298
A66298,B66299
A66299,B66300
A66300,B66301
A66301,B66302
A66302,B66303
A66303,B66304
A66304,B66305
A66305,B66306
A66306,B66307
A66307,B66308
A66308,B66309
A66309,B66310
A66310,B66311
A66311,B66312
A66312,B66313
A66313,B66314
A66314,B66315
A66315,B66316
A66316,B66317
A66317,B66318
A66318,B66319
A66319,B66320
A66320,B66321
A66321,B66322
A66322,B66323
A66323,B66324
A66324,B66325
A66325,B66326
A66326,B66327
A66327,B66328
A66328,B66329
A66329,B66330
A66330,B66331
A66331,B66332
A66332,B66333
A66333,B66334
A66334,B66335
A66335,B66336
A66336,B66337
A66337,B66338
A66338,B66339
A66339,B66340
A66340,B66341
A66341,B66342
A66342,B66343
A66343,B66344
A66344,B66345
A66345,B66346
A66346,B66347
A66347,B66348
A66348,B66349
A66349,B66350
A66350,B66351
A66351,B66352
A66352,B66353
A66353,B66354
A66354,B66355
A66355,B66356
A66356,B66357
A66357,B66358
A66358,B66359
A66359,B66360
A66360,B66361
A66361,B66362
A66362,B66363
A66363,B66364
A66364,B66365
A66365,B66366
A66366,B66367
A66367,B66368
A66368,B66369
A66369,B66370
A66370,B66371
A66371,B66372
A66372,B66373
A66373,B66374
A66374,B66375
A66375,B66376
A66376,B66377
A66377,B66378
A66378,B66379
A66379,B66380
A66380,B66381
A66381,B66382
A66382,B66383
A66383,B66384
A66384,B66385
A66385,B66386
A66386,B66387
A66387,B66388
A66388,B66389
A66389,B66390
A66390,B66391
A66391,B66392
A66392,B66393
A66393,B66394
A66394,B66395
A66395,B66396
A66396,B66397
A66397,B66398
A66398,B66399
A66399,B66400
A66400,B66401
A66401,B66402
A66402,B66403
A66403,B66404
A66404,B66405
A66405,B66406
A66406,B66407
A66407,B66408
A66408,B66409
A66409,B66410
A66410,B66411
A66411,B66412
A66412,B66413
A66413,B66414
A66414,B66415
A66415,B66416
A66416,B66417
A66417,B66418
A66418,B66419
A66419,B66420
A66420,B66421
A66421,B66422
A66422,B66423
A66423,B66424
A66424,B66425
A66425,B66426
A66426,B66427
A66427,B66428
A66428,B66429
A66429,B66430
A66430,B66431
A66431,B66432
A66432,B66433
A66433,B66434
A66434,B66435
A66435,B66436
A66436,B66437
A66437,B66438
A66438,B66439
A66439,B66440
A66440,B66441
A66441,B66442
A66442,B66443
A66443,B66444
A66444,B66445
A66445,B66446
A66446,B66447
A66447,B66448
A66448,B66449
A66449,B66450
A66450,B66451
A66451,B66452
A66452,B66453
A66453,B66454
A66454,B66455
A66455,B66456
A66456,B66457
A66457,B66458
A66458,B66459
A66459,B66460
A66460,B66461
A66461,B66462
A66462,B66463
A66463,B66464
A66464,B66465
A66465,B66466
A66466,B66467
A66467,B66468
A66468,B66469
A66469,B66470
A66470,B66471
A66471,B66472
A66472,B66473
A66473,B66474
A66474,B66475
A66475,B66476
A66476,B66477
A66477,B66478
A66478,B66479
A66479,B66480
A66480,B66481
A66481,B66482
A66482,B66483
A66483,B66484
A66484,B66485
A66485,B66486
A66486,B66487
A66487,B66488
A66488,B66489
A66489,B66490
A66490,B66491
A66491,B66492
A66492,B66493
A66493,B66494
A66494,B66495
A66495,B66496
A66496,B66497
A66497,B66498
A66498,B66499
A66499,B66500
A66500,B66501
A66501,B66502
A66502,B66503
A66503,B66504
A66504,B66505
A66505,B66506
A66506,B66507
A66507,B66508
A66508,B66509
A66509,B66510
A66510,B66511
A66511,B66512
A66512,B66513
A66513,B66514
A66514,B66515
A66515,B66516
A66516,B66517
A66517,B66518
A66518,B66519
A66519,B66520
A66520,B66521
A66521,B66522
A66522,B66523
A66523,B66524
A66524,B66525
A66525,B66526
A66526,B66527
A66527,B66528
A66528,B66529
A66529,B66530
A66530,B66531
A66531,B66532
A66532,B66533
A66533,B66534
A66534,B66535
A66535,B66536
A66536,B66537
A66537,B66538
A66538,B66539
A66539,B66540
A66540,B66541
A66541,B66542
A66542,B66543
A66543,B66544
A66544,B66545
A66545,B66546
A66546,B66547
A66547,B66548
A66548,B66549
A66549,B66550
A66550,B66551
A66551,B66552
A66552,B66553
A66553,B66554
A66554,B66555
A66555,B66556
A66556,B66557
A66557,B66558
A66558,B66559
A66559,B66560
A66560,B66561
A66561,B66562
A66562,B66563
A66563,B66564
A66564,B66565
A66565,B66566
A66566,B66567
A66567,B66568
A66568,B66569
A66569,B66570
A66570,B66571
A66571,B66572
A66572,B66573
A66573,B66574
A66574,B66575
A66575,B66576
A66576,B66577
A66577,B66578
A66578,B66579
A66579,B66580
A66580,B66581
A66581,B66582
A66582,B66583
A66583,B66584
A66584,B66585
A66585,B66586
A66586,B66587
A66587,B66588
A66588,B66589
A66589,B66590
A66590,B66591
A66591,B66592
A66592,B66593
A66593,B66594
A66594,B66595
A66595,B66596
A66596,B66597
A66597,B66598
A66598,B66599
A66599,B66600
A66600,B66601
A66601,B66602
A66602,B66603
A66603,B66604
A66604,B66605
A66605,B66606
A66606,B66607
A66607,B66608
A66608,B66609
A66609,B66610
A66610,B66611
A66611,B66612
A66612,B66613
A66613,B66614
A66614,B66615
A66615,B66616
A66616,B66617
A66617,B66618
A66618,B66619
A66619,B66620
A66620,B66621
A66621,B66622
A66622,B66623
A66623,B66624
A66624,B66625
A66625,B66626
A66626,B66627
A66627,B66628
A66628,B66629
A66629,B66630
A66630,B66631
A66631,B66632
A66632,B66633
A66633,B66634
A66634,B66635
A66635,B66636
A66636,B66637
A66637,B66638
A66638,B66639
A66639,B66640
A66640,B66641
A66641,B66642
A66642,B66643
A66643,B66644
A66644,B66645
A66645,B66646
A66646,B66647
A66647,B66648
A66648,B66649
A66649,B66650
A66650,B66651
A66651,B66652
A66652,B66653
A66653,B66654
A66654,B66655
A66655,B66656
A66656,B66657
A66657,B66658
A66658,B66659
A66659,B66660
A66660,B66661
A66661,B66662
A66662,B66663
A66663,B66664
A66664,B66665
A66665,B66666
A66666,B66667
A66667,B66668
A66668,B66669
A66669,B66670
A66670,B66671
A66671,B66672
